"study_id","first_author","pubyear","papers","effect_sizes","experiments","toedieningsroute","drug","drug_class","dose_unit","dose","unit","hed","hed2","frequency","timing","multiplication_factor_es","anxiety_test","type_of_outcome","type_of_anxiety_test","species","strain","disease","mean_treatment_group","se_treatment_group","n_treatment_group","sd_treatment_group","mean_control_group","se_control_group","n_control_group","sd_control_group","sex","id_sample","Sample","dose2"
"Kasten_2019_112_36","Kasten",2019,25,112,36,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","20 mg/kg",20,"mg/kg",1.62,2.6244,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6J(B6)","No",25.5892255892255,1.8518518518519,8,5.23782800878938,29.6296296296296,3.3670033670034,8,9.52332365234416,"Female","25","CBDanimalunconditioned",NA
"Kasten_2019_113_37","Kasten",2019,25,113,37,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","20 mg/kg",20,"mg/kg",1.62,2.6244,"MD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6J(B6)","No",26.2820512820513,4.1666666666666,8.5,12.1478164475942,34.6153846153846,5.1282051282051,8.5,14.9511587047315,"Male","25","CBDanimalunconditioned",NA
"Kasten_2019_114_38","Kasten",2019,25,114,38,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","20 mg/kg",20,"mg/kg",1.62,2.6244,"MD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6J(B6)","No",18.4466019417475,2.5889967637541,8.5,7.54815779268016,26.5372168284789,2.5889967637541,8.5,7.54815779268016,"Female","25","CBDanimalunconditioned",NA
"Kasten_2019_115_37","Kasten",2019,25,115,37,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","20 mg/kg",20,"mg/kg",1.62,2.6244,"MD","delay",-1,"AA",NA,"Unconditioned","mice","C57BL/6J(B6)","No",37.076923076923,3.5384615384616,9.5,10.9062709283299,37.2307692307692,5.8461538461538,9.5,18.0190563163707,"Male","25","CBDanimalunconditioned",NA
"Kasten_2019_116_38","Kasten",2019,25,116,38,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","20 mg/kg",20,"mg/kg",1.62,2.6244,"MD","delay",-1,"AA",NA,"Unconditioned","mice","C57BL/6J(B6)","No",24.5341614906832,2.9503105590062,9.5,9.09346786152253,24.8447204968944,3.4161490683229,9.5,10.5292785764995,"Female","25","CBDanimalunconditioned",NA
"Long_2010_117_39","Long",2010,26,117,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6JArc","No",24.46153846,3.384615385,8.5,9.86776474624415,27.38461538,1.769230769,8.5,5.15814975245958,"Male","26","CBDanimalunconditioned",NA
"Long_2010_118_39","Long",2010,26,118,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","5 mg/kg",5,"mg/kg",0.405,0.164025,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6JArc","No",27,3,8.5,8.74642784226795,27.38461538,1.769230769,8.5,5.15814975245958,"Male","26","CBDanimalunconditioned",NA
"Long_2010_119_39","Long",2010,26,119,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","10 mg/kg",10,"mg/kg",0.81,0.6561,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6JArc","No",24.07692308,3,8.5,8.74642784226795,27.38461538,1.769230769,8.5,5.15814975245958,"Male","26","CBDanimalunconditioned",NA
"Long_2010_120_39","Long",2010,26,120,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","50 mg/kg",50,"mg/kg",4.05,16.4025,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6JArc","No",31.92307692,1.692307692,8.5,4.93388237166434,27.38461538,1.769230769,8.5,5.15814975245958,"Male","26","CBDanimalunconditioned",NA
"Long_2010_121_39","Long",2010,26,121,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"MD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6JArc","No",21.61538462,3.384615385,8.5,9.86776474624415,20.61538462,2.538461538,8.5,7.40082355749651,"Male","26","CBDanimalunconditioned",NA
"Long_2010_122_39","Long",2010,26,122,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","5 mg/kg",5,"mg/kg",0.405,0.164025,"MD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6JArc","No",18.38461538,1.307692308,8.5,3.81254547060361,20.61538462,2.538461538,8.5,7.40082355749651,"Male","26","CBDanimalunconditioned",NA
"Long_2010_123_39","Long",2010,26,123,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","10 mg/kg",10,"mg/kg",0.81,0.6561,"MD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6JArc","No",15.61538462,1.769230769,8.5,5.15814975245958,20.61538462,2.538461538,8.5,7.40082355749651,"Male","26","CBDanimalunconditioned",NA
"Long_2010_124_39","Long",2010,26,124,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","50 mg/kg",50,"mg/kg",4.05,16.4025,"MD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6JArc","No",26.07692308,3.076923077,8.5,8.97069522306319,20.61538462,2.538461538,8.5,7.40082355749651,"Male","26","CBDanimalunconditioned",NA
"Long_2010_125_39","Long",2010,26,125,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"MD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6JArc","No",18.76923077,2.307692308,8.5,6.72802141802626,19.07692308,2.230769231,8.5,6.50375403723102,"Male","26","CBDanimalunconditioned",NA
"Long_2010_126_39","Long",2010,26,126,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","5 mg/kg",5,"mg/kg",0.405,0.164025,"MD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6JArc","No",16.76923077,2,8.5,5.8309518948453,19.07692308,2.230769231,8.5,6.50375403723102,"Male","26","CBDanimalunconditioned",NA
"Long_2010_127_39","Long",2010,26,127,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","10 mg/kg",10,"mg/kg",0.81,0.6561,"MD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6JArc","No",15.69230769,1.692307692,8.5,4.93388237166434,19.07692308,2.230769231,8.5,6.50375403723102,"Male","26","CBDanimalunconditioned",NA
"Long_2010_128_39","Long",2010,26,128,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","50 mg/kg",50,"mg/kg",4.05,16.4025,"MD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6JArc","No",17.38461538,2.153846154,8.5,6.27948665643578,19.07692308,2.230769231,8.5,6.50375403723102,"Male","26","CBDanimalunconditioned",NA
"Long_2010_129_39","Long",2010,26,129,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"MD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6JArc","No",31.51079137,1.899280576,8.5,5.53730683673504,23.39568345,1.899280576,8.5,5.53730683673504,"Male","26","CBDanimalunconditioned",NA
"Long_2010_130_39","Long",2010,26,130,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","5 mg/kg",5,"mg/kg",0.405,0.164025,"MD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6JArc","No",26.50359712,1.64028777,8.5,4.78221954028654,23.39568345,1.899280576,8.5,5.53730683673504,"Male","26","CBDanimalunconditioned",NA
"Long_2010_131_39","Long",2010,26,131,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","10 mg/kg",10,"mg/kg",0.81,0.6561,"MD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6JArc","No",24.94964029,1.899280576,8.5,5.53730683673504,23.39568345,1.899280576,8.5,5.53730683673504,"Male","26","CBDanimalunconditioned",NA
"Long_2010_132_39","Long",2010,26,132,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","50 mg/kg",50,"mg/kg",4.05,16.4025,"MD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6JArc","No",25.64028777,1.553956835,8.5,4.53052377577553,23.39568345,1.899280576,8.5,5.53730683673504,"Male","26","CBDanimalunconditioned",NA
"Long_2010_133_39","Long",2010,26,133,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"MD","acute",-1,"SIT",NA,"Unconditioned","mice","C57BL/6JArc","No",42.4,4.6,9,13.8,50.2,4.5,9,13.5,"Male","26","CBDanimalunconditioned",NA
"Long_2010_134_39","Long",2010,26,134,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","5 mg/kg",5,"mg/kg",0.405,0.164025,"MD","acute",-1,"SIT",NA,"Unconditioned","mice","C57BL/6JArc","No",48.5,6.5,9,19.5,50.2,4.5,9,13.5,"Male","26","CBDanimalunconditioned",NA
"Long_2010_135_39","Long",2010,26,135,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","10 mg/kg",10,"mg/kg",0.81,0.6561,"MD","acute",-1,"SIT",NA,"Unconditioned","mice","C57BL/6JArc","No",48.6,6,9,18,50.2,4.5,9,13.5,"Male","26","CBDanimalunconditioned",NA
"Long_2010_136_39","Long",2010,26,136,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","50 mg/kg",50,"mg/kg",4.05,16.4025,"MD","acute",-1,"SIT",NA,"Unconditioned","mice","C57BL/6JArc","No",49.6,3.8,9,11.4,50.2,4.5,9,13.5,"Male","26","CBDanimalunconditioned",NA
"Long_2010_137_39","Long",2010,26,137,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"SD","acute",1,"ASR",NA,"Unconditioned","mice","C57BL/6JArc","No",44.3,6.6,9,19.8,58.1,4,9,12,"Male","26","CBDanimalunconditioned",NA
"Long_2010_138_39","Long",2010,26,138,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","5 mg/kg",5,"mg/kg",0.405,0.164025,"SD","acute",1,"ASR",NA,"Unconditioned","mice","C57BL/6JArc","No",57.9,4.7,9,14.1,58.1,4,9,12,"Male","26","CBDanimalunconditioned",NA
"Long_2010_139_39","Long",2010,26,139,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","10 mg/kg",10,"mg/kg",0.81,0.6561,"SD","acute",1,"ASR",NA,"Unconditioned","mice","C57BL/6JArc","No",52.9,3.5,9,10.5,58.1,4,9,12,"Male","26","CBDanimalunconditioned",NA
"Long_2010_140_39","Long",2010,26,140,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","50 mg/kg",50,"mg/kg",4.05,16.4025,"SD","acute",1,"ASR",NA,"Unconditioned","mice","C57BL/6JArc","No",52.5,5.8,9,17.4,58.1,4,9,12,"Male","26","CBDanimalunconditioned",NA
"Long_2010_141_39","Long",2010,26,141,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"MD","acute",1,"ASR",NA,"Unconditioned","mice","C57BL/6JArc","No",54.3,10.5,9,31.5,66.8,4.9,9,14.7,"Male","26","CBDanimalunconditioned",NA
"Long_2010_142_39","Long",2010,26,142,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","5 mg/kg",5,"mg/kg",0.405,0.164025,"MD","acute",1,"ASR",NA,"Unconditioned","mice","C57BL/6JArc","No",71,8.1,9,24.3,66.8,4.9,9,14.7,"Male","26","CBDanimalunconditioned",NA
"Long_2010_143_39","Long",2010,26,143,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","10 mg/kg",10,"mg/kg",0.81,0.6561,"MD","acute",1,"ASR",NA,"Unconditioned","mice","C57BL/6JArc","No",64.3,4.9,9,14.7,66.8,4.9,9,14.7,"Male","26","CBDanimalunconditioned",NA
"Long_2010_144_39","Long",2010,26,144,39,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","50 mg/kg",50,"mg/kg",4.05,16.4025,"MD","acute",1,"ASR",NA,"Unconditioned","mice","C57BL/6JArc","No",65.6,6.1,9,18.3,66.8,4.9,9,14.7,"Male","26","CBDanimalunconditioned",NA
"Long_2012_145_40","Long",2012,27,145,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"SD","acute",-1,"AA",NA,"Unconditioned","mice","Wild-type","No",51.27314815,1.736111111,15.5,6.8350762790867,47.56944444,1.62037037,15.5,6.37940452609772,"Male","27","CBDanimalunconditioned",NA
"Long_2012_146_40","Long",2012,27,146,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","50 mg/kg",50,"mg/kg",4.05,16.4025,"SD","acute",-1,"AA",NA,"Unconditioned","mice","Wild-type","No",45.60185185,1.736111111,15.5,6.8350762790867,47.56944444,1.62037037,15.5,6.37940452609772,"Male","27","CBDanimalunconditioned",NA
"Long_2012_147_40","Long",2012,27,147,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","100 mg/kg",100,"mg/kg",8.1,65.61,"SD","acute",-1,"AA",NA,"Unconditioned","mice","Wild-type","No",49.76851852,1.50462963,15.5,5.92373277704574,47.56944444,1.62037037,15.5,6.37940452609772,"Male","27","CBDanimalunconditioned",NA
"Long_2012_148_40","Long",2012,27,148,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"MD","acute",-1,"AA",NA,"Unconditioned","mice","Wild-type","No",54.69230769,2.076923077,15.5,8.17685433100742,46.73076923,2.307692308,15.5,9.08539370199425,"Male","27","CBDanimalunconditioned",NA
"Long_2012_149_40","Long",2012,27,149,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","50 mg/kg",50,"mg/kg",4.05,16.4025,"MD","acute",-1,"AA",NA,"Unconditioned","mice","Wild-type","No",49.03846154,1.269230769,15.5,4.99696653452203,46.73076923,2.307692308,15.5,9.08539370199425,"Male","27","CBDanimalunconditioned",NA
"Long_2012_150_40","Long",2012,27,150,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","100 mg/kg",100,"mg/kg",8.1,65.61,"MD","acute",-1,"AA",NA,"Unconditioned","mice","Wild-type","No",53.88461538,2.076923077,15.5,8.17685433100742,46.73076923,2.307692308,15.5,9.08539370199425,"Male","27","CBDanimalunconditioned",NA
"Long_2012_151_40","Long",2012,27,151,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"MD","delay",-1,"AA",NA,"Unconditioned","mice","Wild-type","No",36.97183099,2.64084507,15.5,10.3970174376126,29.04929577,2.376760563,15.5,9.35731569385137,"Male","27","CBDanimalunconditioned",NA
"Long_2012_152_40","Long",2012,27,152,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","50 mg/kg",50,"mg/kg",4.05,16.4025,"MD","delay",-1,"AA",NA,"Unconditioned","mice","Wild-type","No",35.38732394,2.64084507,15.5,10.3970174376126,29.04929577,2.376760563,15.5,9.35731569385137,"Male","27","CBDanimalunconditioned",NA
"Long_2012_153_40","Long",2012,27,153,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","100 mg/kg",100,"mg/kg",8.1,65.61,"MD","delay",-1,"AA",NA,"Unconditioned","mice","Wild-type","No",39.61267606,2.64084507,15.5,10.3970174376126,29.04929577,2.376760563,15.5,9.35731569385137,"Male","27","CBDanimalunconditioned",NA
"Long_2012_154_40","Long",2012,27,154,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"SD","acute",-1,"AA",NA,"Unconditioned","mice","Wild-type","No",30.85106383,1.975683891,15.5,7.77827525714615,29.48328267,1.519756839,15.5,5.98328865843465,"Male","27","CBDanimalunconditioned",NA
"Long_2012_155_40","Long",2012,27,155,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","50 mg/kg",50,"mg/kg",4.05,16.4025,"SD","acute",-1,"AA",NA,"Unconditioned","mice","Wild-type","No",30.39513678,2.431610942,15.5,9.57326185192064,29.48328267,1.519756839,15.5,5.98328865843465,"Male","27","CBDanimalunconditioned",NA
"Long_2012_156_40","Long",2012,27,156,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","100 mg/kg",100,"mg/kg",8.1,65.61,"SD","acute",-1,"AA",NA,"Unconditioned","mice","Wild-type","No",25.07598784,1.747720365,15.5,6.8807819577904,29.48328267,1.519756839,15.5,5.98328865843465,"Male","27","CBDanimalunconditioned",NA
"Long_2012_157_40","Long",2012,27,157,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"MD","acute",-1,"AA",NA,"Unconditioned","mice","Wild-type","No",29.08950617,2.083333333,15.5,8.20209153411664,29.32098765,2.083333333,15.5,8.20209153411664,"Male","27","CBDanimalunconditioned",NA
"Long_2012_158_40","Long",2012,27,158,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","50 mg/kg",50,"mg/kg",4.05,16.4025,"MD","acute",-1,"AA",NA,"Unconditioned","mice","Wild-type","No",30.86419753,2.391975309,15.5,9.41721620875392,29.32098765,2.083333333,15.5,8.20209153411664,"Male","27","CBDanimalunconditioned",NA
"Long_2012_159_40","Long",2012,27,159,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","100 mg/kg",100,"mg/kg",8.1,65.61,"MD","acute",-1,"AA",NA,"Unconditioned","mice","Wild-type","No",29.47530864,2.932098765,15.5,11.5436843814952,29.32098765,2.083333333,15.5,8.20209153411664,"Male","27","CBDanimalunconditioned",NA
"Long_2012_160_40","Long",2012,27,160,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"MD","delay",-1,"AA",NA,"Unconditioned","mice","Wild-type","No",32.06713781,3.180212014,15.5,12.5205072196315,34.09893993,3.356890459,15.5,13.2160909531806,"Male","27","CBDanimalunconditioned",NA
"Long_2012_161_40","Long",2012,27,161,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","50 mg/kg",50,"mg/kg",4.05,16.4025,"MD","delay",-1,"AA",NA,"Unconditioned","mice","Wild-type","No",42.13780919,4.505300353,15.5,17.7373852271551,34.09893993,3.356890459,15.5,13.2160909531806,"Male","27","CBDanimalunconditioned",NA
"Long_2012_162_40","Long",2012,27,162,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","100 mg/kg",100,"mg/kg",8.1,65.61,"MD","delay",-1,"AA",NA,"Unconditioned","mice","Wild-type","No",34.80565371,2.915194346,15.5,11.4771316173394,34.09893993,3.356890459,15.5,13.2160909531806,"Male","27","CBDanimalunconditioned",NA
"Long_2012_163_40","Long",2012,27,163,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"SD","acute",1,"ASR",NA,"Unconditioned","mice","Wild-type","No",56.06,7.7,15.5,30.3149303149455,48.86,4.9,15.5,19.2913192913289,"Male","27","CBDanimalunconditioned",NA
"Long_2012_164_40","Long",2012,27,164,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","50 mg/kg",50,"mg/kg",4.05,16.4025,"SD","acute",1,"ASR",NA,"Unconditioned","mice","Wild-type","No",51.86,4.9,15.5,19.2913192913289,48.86,4.9,15.5,19.2913192913289,"Male","27","CBDanimalunconditioned",NA
"Long_2012_165_40","Long",2012,27,165,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","100 mg/kg",100,"mg/kg",8.1,65.61,"SD","acute",1,"ASR",NA,"Unconditioned","mice","Wild-type","No",81.26,6.8,15.5,26.7716267716402,48.86,4.9,15.5,19.2913192913289,"Male","27","CBDanimalunconditioned",NA
"Long_2012_166_40","Long",2012,27,166,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"MD","acute",1,"ASR",NA,"Unconditioned","mice","Wild-type","No",50.96,4.9,15.5,19.2913192913289,44.46,3.5,15.5,13.7795137795207,"Male","27","CBDanimalunconditioned",NA
"Long_2012_167_40","Long",2012,27,167,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","50 mg/kg",50,"mg/kg",4.05,16.4025,"MD","acute",1,"ASR",NA,"Unconditioned","mice","Wild-type","No",56.26,5.3,15.5,20.8661208661313,44.46,3.5,15.5,13.7795137795207,"Male","27","CBDanimalunconditioned",NA
"Long_2012_168_40","Long",2012,27,168,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","100 mg/kg",100,"mg/kg",8.1,65.61,"MD","acute",1,"ASR",NA,"Unconditioned","mice","Wild-type","No",59.76,6.3,15.5,24.8031248031372,44.46,3.5,15.5,13.7795137795207,"Male","27","CBDanimalunconditioned",NA
"Long_2012_169_40","Long",2012,27,169,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"MD","delay",1,"ASR",NA,"Unconditioned","mice","Wild-type","No",54.2,5.3,15.5,20.8661208661313,52.8,4.1,15.5,16.1417161417242,"Male","27","CBDanimalunconditioned",NA
"Long_2012_170_40","Long",2012,27,170,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","50 mg/kg",50,"mg/kg",4.05,16.4025,"MD","delay",1,"ASR",NA,"Unconditioned","mice","Wild-type","No",50.8,5.4,15.5,21.2598212598319,52.8,4.1,15.5,16.1417161417242,"Male","27","CBDanimalunconditioned",NA
"Long_2012_171_40","Long",2012,27,171,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","100 mg/kg",100,"mg/kg",8.1,65.61,"MD","delay",1,"ASR",NA,"Unconditioned","mice","Wild-type","No",46.3,3.9,15.5,15.354315354323,52.8,4.1,15.5,16.1417161417242,"Male","27","CBDanimalunconditioned",NA
"Long_2012_172_40","Long",2012,27,172,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"MD","acute",-1,"SIT",NA,"Unconditioned","mice","Wild-type","No",67.16,6.4,15.5,25.1968251968378,74.46,5.5,15.5,21.6535216535325,"Male","27","CBDanimalunconditioned",NA
"Long_2012_173_40","Long",2012,27,173,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","50 mg/kg",50,"mg/kg",4.05,16.4025,"MD","acute",-1,"SIT",NA,"Unconditioned","mice","Wild-type","No",76.76,6.8,15.5,26.7716267716402,74.46,5.5,15.5,21.6535216535325,"Male","27","CBDanimalunconditioned",NA
"Long_2012_174_40","Long",2012,27,174,40,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","100 mg/kg",100,"mg/kg",8.1,65.61,"MD","acute",-1,"SIT",NA,"Unconditioned","mice","Wild-type","No",86.66,7.6,15.5,29.9212299212449,74.46,5.5,15.5,21.6535216535325,"Male","27","CBDanimalunconditioned",NA
"Luján_2018_175_41","Luján",2018,28,175,41,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","5 mg/kg",5,"mg/kg",0.405,0.164025,"MD","delay",-1,"AA",NA,"Unconditioned","mice","CD1","No",81.33,NA,8,40.8,57.09,NA,8,24.18,"Male","28","CBDanimalunconditioned",NA
"Luján_2018_176_41","Luján",2018,28,176,41,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","10 mg/kg",10,"mg/kg",0.81,0.6561,"MD","delay",-1,"AA",NA,"Unconditioned","mice","CD1","No",75.18,NA,8,38.05,NA,NA,8,24.18,"Male","28","CBDanimalunconditioned",NA
"Luján_2018_177_41","Luján",2018,28,177,41,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","20 mg/kg",20,"mg/kg",1.62,2.6244,"MD","delay",-1,"AA",NA,"Unconditioned","mice","CD1","No",107.3,NA,8,13.34,NA,NA,8,24.18,"Male","28","CBDanimalunconditioned",NA
"Luján_2018_178_41","Luján",2018,28,178,41,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","30 mg/kg",30,"mg/kg",2.43,5.9049,"MD","delay",-1,"AA",NA,"Unconditioned","mice","CD1","No",54.24,NA,8,32.01,NA,NA,8,24.18,"Male","28","CBDanimalunconditioned",NA
"Luján_2020_179_42","Luján",2020,29,179,42,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","10 mg/kg",10,"mg/kg",0.81,0.6561,"MD","delay",-1,"AA",NA,"Unconditioned","mice","CD1","No",52.5258333333333,NA,12,13.8197332287983,45.0375,NA,12,11.7436444126561,"Male","29","CBDanimalunconditioned",NA
"Luján_2020_180_42","Luján",2020,29,180,42,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","20 mg/kg",20,"mg/kg",1.62,2.6244,"MD","delay",-1,"AA",NA,"Unconditioned","mice","CD1","No",51.3175,NA,12,9.77898407532471,45.0375,NA,12,11.7436444126561,"Male","29","CBDanimalunconditioned",NA
"Mahmud_2017_181_43","Mahmud",2017,30,181,43,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","10 mg/kg",10,"mg/kg",1.62,2.6244,"SD","acute",-1,"AA",NA,"Unconditioned","rats","Long Evans","No",0.35,0.03,5,0.0670820393249937,0.11,0.02,5,0.0447213595499958,"Male","30","CBDanimalunconditioned",NA
"Malone_2009_182_44","Malone",2009,31,182,44,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","5 mg/kg",5,"mg/kg",0.81,0.6561,"SD","acute",-1,"SIT",NA,"Unconditioned","rats","Sprague-Dawley","No",53.02339,NA,6,25.2042167478484,162.449966666667,NA,6,37.3338916989731,"Male","31","CBDanimalunconditioned",NA
"Malone_2009_183_44","Malone",2009,31,183,44,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","20 mg/kg",20,"mg/kg",3.24,10.4976,"SD","acute",-1,"SIT",NA,"Unconditioned","rats","Sprague-Dawley","No",175.266361666667,NA,6,129.266990363632,162.449966666667,NA,6,37.3338916989731,"Male","31","CBDanimalunconditioned",NA
"Murphy_2017_184_45","Murphy",2017,32,184,45,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","3 mg/kg",3,"mg/kg",0.243,0.059049,"MD","delay",1,"RCLB",NA,"Unconditioned","mice","CD1","No",57,NA,8,17.8004815344176,68.2,NA,10,12.2456341426467,"Male","32","CBDanimalunconditioned",NA
"Murphy_2017_185_45","Murphy",2017,32,185,45,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","3 mg/kg",3,"mg/kg",0.243,0.059049,"MD","delay",1,"RCLB",NA,"Unconditioned","mice","CD1","No",51,NA,8,13.0930734141595,63.8,NA,10,13.9904729488796,"Male","32","CBDanimalunconditioned",NA
"Murphy_2017_186_45","Murphy",2017,32,186,45,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","3 mg/kg",3,"mg/kg",0.243,0.059049,"MD","delay",1,"RCLB",NA,"Unconditioned","mice","CD1","No",10,NA,8,3.92792202424786,14,NA,10,1.81352940116472,"Male","32","CBDanimalunconditioned",NA
"Murphy_2017_187_45","Murphy",2017,32,187,45,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","3 mg/kg",3,"mg/kg",0.243,0.059049,"MD","delay",1,"RCLB",NA,"Unconditioned","mice","CD1","No",14,NA,8,3.62530786869986,15.4,NA,10,1.7763883459299,"Male","32","CBDanimalunconditioned",NA
